"","StudentID","SAT","GPA","scholarship","enroll"
"445",445,1378,3.61,0.97,0
"446",446,1323,3.12,0,0
"447",447,1430,3.65,0,0
"448",448,1241,3.22,0,0
"449",449,1247,3.07,0.8,1
"450",450,1017,2.59,0,1
"451",451,1523,3.79,0.64,0
"452",452,1251,3.03,0,0
"453",453,1454,3.65,0.71,0
"454",454,1239,2.95,0.61,1
"455",455,1462,3.72,2.26,0
"456",456,1257,3.06,0,0
"457",457,1235,3.03,0,0
"458",458,1105,2.73,0,1
"459",459,1011,2.39,0,1
"460",460,1410,3.45,0,0
"461",461,1494,3.72,1.59,0
"462",462,1561,3.95,1.99,0
"463",463,1491,3.81,1.23,0
"464",464,1422,3.75,0.52,0
"465",465,1422,3.54,0.87,0
"466",466,1350,3.39,1.79,1
"467",467,1518,3.91,0.94,0
"468",468,1283,3.04,1.17,1
"469",469,1316,3.3,1.11,1
"470",470,1305,3.25,0.51,0
"471",471,1316,3.3,1.06,1
"472",472,1514,3.83,1.42,0
"473",473,1021,2.39,2.37,1
"474",474,1202,2.9,1.07,1
"475",475,1254,2.99,0.85,1
"476",476,1087,2.87,0,1
"477",477,1225,3.13,0,0
"478",478,1457,3.79,0,0
"479",479,1274,3.26,0,0
"480",480,1417,3.39,1.92,1
"481",481,1247,3.03,2.23,1
"482",482,1262,3.34,0,0
"483",483,1553,4.01,0,0
"484",484,1023,2.58,0,1
"485",485,1379,3.5,1.22,0
"486",486,1445,3.73,0.52,0
"487",487,1559,3.75,2.05,0
"488",488,1340,3.3,0.99,0
"489",489,1322,3.25,0,0
"490",490,1341,3.5,1.25,0
"491",491,1082,2.64,0,1
"492",492,1055,2.71,0,1
"493",493,1422,3.49,0.66,0
"494",494,1109,2.78,0,1
"495",495,1169,3.06,1.93,1
"496",496,1127,2.76,0,1
"497",497,1176,2.94,0,1
"498",498,1042,2.68,1.24,1
"499",499,1204,2.94,0.87,1
"500",500,1119,2.62,1.11,1
"501",501,1195,3.15,0,1
"502",502,1298,3.28,0,0
"503",503,1018,2.37,0.83,1
"504",504,1289,3.07,0,0
"505",505,1307,3.07,0,0
"506",506,1475,3.88,0.81,0
"507",507,1325,3.22,0,0
"508",508,1276,3.33,0,0
"509",509,1093,2.78,0,1
"510",510,1191,3.16,0,1
"511",511,1210,2.95,0,1
"512",512,1213,2.96,0,1
"513",513,1545,3.72,2.01,0
"514",514,1276,3.3,1.17,1
"515",515,1358,3.51,1.42,0
"516",516,1162,2.82,0,1
"517",517,1209,3.07,0,1
"518",518,1164,2.99,2.45,1
"519",519,1542,3.71,1.59,0
"520",520,1346,3.34,2.11,1
"521",521,1248,3.22,0.52,1
"522",522,1266,2.98,0.78,1
"523",523,1257,3.01,0,0
"524",524,1528,3.91,0.62,0
"525",525,1225,3.05,0,1
"526",526,1265,3.02,0,0
"527",527,1419,3.39,0,0
"528",528,1036,2.45,0,1
"529",529,1192,3,0,1
"530",530,1342,3.51,1.65,1
"531",531,1264,3.22,0.51,0
"532",532,1193,3.15,0,1
"533",533,1565,4,1.31,0
"534",534,1497,3.69,2.07,0
"535",535,1428,3.57,0.87,0
"536",536,1298,3.13,0,0
"537",537,1232,3.2,0,0
"538",538,1142,2.94,0,1
"539",539,1429,3.71,1,0
"540",540,1248,3.07,0,0
"541",541,1157,3.06,0,1
"542",542,1284,3.03,0.86,1
"543",543,1471,3.73,2.15,0
"544",544,1089,2.71,1.44,1
"545",545,1057,2.83,0,1
"546",546,1045,2.79,0.82,1
"547",547,1081,2.9,0,1
"548",548,1098,2.69,0,1
"549",549,1455,3.47,0,0
"550",550,1373,3.43,1.98,1
"551",551,1252,2.96,0,1
"552",552,1447,3.8,1.9,0
"553",553,1213,3.22,0,0
"554",554,1295,3.21,1.41,1
"555",555,1543,4.01,0,0
"556",556,1084,2.77,0.72,1
"557",557,1425,3.56,0.5,0
"558",558,1569,4.04,1.73,0
"559",559,1372,3.55,0.67,0
"560",560,1511,3.93,1.1,0
"561",561,1193,3.11,0,1
"562",562,1248,3.02,0,0
"563",563,1569,3.78,0.83,0
"564",564,1065,2.85,1.11,1
"565",565,1279,3.39,0,0
"566",566,1350,3.51,1.61,1
"567",567,1544,3.74,0.6,0
"568",568,1077,2.83,0,1
"569",569,1094,2.55,0,1
"570",570,1552,3.85,1.51,0
"571",571,1458,3.71,2.46,0
"572",572,1101,2.7,0,1
"573",573,1038,2.41,0,1
"574",574,1466,3.68,1.46,0
"575",575,1458,3.64,1.23,0
"576",576,1219,3.17,0,0
"577",577,1081,2.8,0.9,1
"578",578,1237,3.11,2.14,1
"579",579,1313,3.15,0,0
"580",580,1327,3.39,0.95,0
"581",581,1003,2.61,0,1
"582",582,1263,3.06,0,0
"583",583,1315,3.12,0,0
"584",584,1075,2.85,0.51,1
"585",585,1051,2.57,0.8,1
"586",586,1365,3.26,1.14,0
"587",587,1448,3.47,1.51,0
"588",588,1286,3.38,2.33,1
"589",589,1201,2.95,0.57,1
"590",590,1092,2.78,1.4,1
"591",591,1305,3.33,1.1,1
"592",592,1000,2.32,0,1
"593",593,1104,2.85,0,1
"594",594,1094,2.77,0,1
"595",595,1559,3.81,1.13,0
"596",596,1161,2.86,0,1
"597",597,1054,2.78,2.41,1
"598",598,1019,2.5,1.54,1
"599",599,1487,3.55,1.78,0
"600",600,1224,2.88,1.88,1
"601",601,1142,2.84,0,1
"602",602,1227,3.07,0,0
"603",603,1170,3.1,0,1
"604",604,1513,3.78,1.98,0
"605",605,1113,2.9,2.11,1
"606",606,1350,3.26,2.48,1
"607",607,1019,2.71,1.17,1
"608",608,1544,4.02,2.45,0
"609",609,1384,3.47,0.57,0
"610",610,1424,3.59,0.74,0
"611",611,1439,3.56,0.57,0
"612",612,1524,3.74,2.41,0
"613",613,1002,2.52,0,1
"614",614,1184,2.89,0,1
"615",615,1062,2.59,0,1
"616",616,1292,3.16,0,0
"617",617,1451,3.64,0,0
"618",618,1307,3.1,0,0
"619",619,1069,2.85,0,1
"620",620,1454,3.79,0,0
"621",621,1236,3.13,1.69,1
"622",622,1264,3.34,0,0
"623",623,1284,3.21,0,0
"624",624,1523,3.98,1.23,0
"625",625,1275,3.28,1.81,1
"626",626,1167,2.75,0.97,1
"627",627,1148,2.84,0,1
"628",628,1049,2.55,1.17,1
"629",629,1475,3.59,1.52,0
"630",630,1218,3.04,0,1
"631",631,1003,2.44,0,1
"632",632,1000,2.61,2.4,1
"633",633,1393,3.31,0,0
"634",634,1544,3.93,2.27,0
"635",635,1163,2.92,0.72,1
"636",636,1141,2.68,0,1
"637",637,1250,3.21,0,0
"638",638,1255,3.01,0,0
"639",639,1546,3.95,0.92,0
"640",640,1106,2.82,1.01,1
"641",641,1323,3.47,0,0
"642",642,1135,2.7,0,1
"643",643,1090,2.89,2.41,1
"644",644,1345,3.24,0,0
"645",645,1028,2.71,1.13,1
"646",646,1442,3.65,0,0
"647",647,1089,2.56,0,1
"648",648,1315,3.23,1.3,1
"649",649,1558,3.8,1.34,0
"650",650,1251,2.94,0,1
"651",651,1224,2.91,0,1
"652",652,1546,3.96,0,0
"653",653,1113,2.67,0.66,1
"654",654,1548,4.06,0.61,0
"655",655,1569,4,0.52,0
"656",656,1570,3.79,0,0
"657",657,1516,3.73,1.33,0
"658",658,1080,2.65,0,1
"659",659,1053,2.7,0,1
"660",660,1037,2.7,0,1
"661",661,1056,2.47,0,1
"662",662,1108,2.78,0.96,1
"663",663,1557,3.87,0.72,0
"664",664,1158,3,0,1
"665",665,1554,3.96,1.27,0
"666",666,1521,3.72,2.44,0
"667",667,1555,4.04,0,0
"668",668,1566,4.07,2.43,0
"669",669,1464,3.48,0,0
"670",670,1027,2.44,1.38,1
"671",671,1525,3.7,0,0
"672",672,1372,3.54,1.12,0
"673",673,1578,3.97,1.94,0
"674",674,1044,2.73,0.82,1
"675",675,1006,2.47,0,1
"676",676,1156,2.71,0,1
"677",677,1090,2.79,0,1
"678",678,1264,3.03,0,0
"679",679,1553,3.76,0,0
"680",680,1229,3.18,0.61,1
"681",681,1501,3.62,1.91,0
"682",682,1021,2.38,0,1
"683",683,1087,2.83,0,1
"684",684,1534,3.86,2.2,0
"685",685,1315,3.11,1.01,1
"686",686,1572,4.07,1.45,0
"687",687,1102,2.93,0,1
"688",688,1413,3.67,0,0
"689",689,1162,3.03,1.26,1
"690",690,1417,3.69,0,0
"691",691,1323,3.17,0.7,0
"692",692,1225,3.24,0.84,1
"693",693,1464,3.77,2.16,0
"694",694,1536,3.79,1.89,0
"695",695,1008,2.62,0,1
"696",696,1272,3.17,0,0
"697",697,1044,2.68,0,1
"698",698,1302,3.37,2.06,1
"699",699,1349,3.18,2.4,1
"700",700,1493,3.63,0,0
"701",701,1262,3.33,1.38,1
"702",702,1197,2.89,0,1
"703",703,1464,3.81,2.4,0
"704",704,1294,3.29,0.93,1
"705",705,1419,3.71,0,0
"706",706,1055,2.83,0,1
"707",707,1531,3.92,2.22,0
"708",708,1347,3.29,0,0
"709",709,1450,3.68,2.31,0
"710",710,1338,3.4,0,0
"711",711,1060,2.52,2.15,1
"712",712,1521,3.68,1.26,0
"713",713,1492,3.55,1.37,0
"714",714,1368,3.31,0,0
"715",715,1049,2.57,0,1
"716",716,1384,3.4,2.11,1
"717",717,1516,3.63,1.27,0
"718",718,1081,2.63,0,1
"719",719,1047,2.79,1.35,1
"720",720,1495,3.92,2.29,0
"721",721,1248,3.16,0,0
"722",722,1104,2.79,0.9,1
"723",723,1345,3.27,0,0
"724",724,1298,3.22,0,0
"725",725,1419,3.5,0.59,0
"726",726,1157,2.88,0,1
"727",727,1345,3.31,0,0
"728",728,1053,2.71,2.14,1
"729",729,1297,3.23,0,0
"730",730,1427,3.39,0.64,0
"731",731,1359,3.21,0,0
"732",732,1488,3.67,1.35,0
"733",733,1556,3.76,1.22,0
"734",734,1404,3.63,2.02,0
"735",735,1398,3.56,2.22,1
"736",736,1235,3.28,1.34,1
"737",737,1307,3.08,0,0
"738",738,1228,3.13,1.35,1
"739",739,1547,3.7,0,0
"740",740,1421,3.7,0.88,0
"741",741,1395,3.38,0.75,0
"742",742,1554,3.9,1.25,0
"743",743,1348,3.48,1.15,0
"744",744,1036,2.68,0,1
"745",745,1308,3.44,1.24,1
"746",746,1521,3.79,2.21,0
"747",747,1326,3.35,1.3,1
"748",748,1260,3.18,0,0
"749",749,1162,2.78,0,1
"750",750,1445,3.61,0,0
"751",751,1123,2.89,0,1
"752",752,1523,3.71,1.82,0
"753",753,1357,3.44,1.17,0
"754",754,1538,3.77,1.12,0
"755",755,1168,2.78,1.11,1
"756",756,1325,3.24,1.49,1
"757",757,1290,3.3,0.93,1
"758",758,1332,3.23,0,0
"759",759,1286,3.32,0,0
"760",760,1285,3.02,1.12,1
"761",761,1465,3.7,0,0
"762",762,1532,4.02,0.69,0
"763",763,1054,2.67,0,1
"764",764,1571,3.77,0,0
"765",765,1513,3.79,0.8,0
"766",766,1272,3.01,1.21,1
"767",767,1413,3.52,0.83,0
"768",768,1345,3.46,1.94,1
"769",769,1366,3.26,1.28,1
"770",770,1483,3.69,0.64,0
"771",771,1297,3.12,1.34,1
"772",772,1007,2.49,0.63,1
"773",773,1533,3.8,1.7,0
"774",774,1304,3.28,0,0
"775",775,1220,2.94,2.16,1
"776",776,1496,3.58,0,0
"777",777,1349,3.53,0.65,0
"778",778,1240,3.24,0,0
"779",779,1230,3.03,0,1
"780",780,1072,2.79,0,1
"781",781,1537,4.02,1.19,0
"782",782,1153,3.06,0,1
"783",783,1332,3.16,0,0
"784",784,1140,2.94,1.15,1
"785",785,1552,3.75,1.22,0
"786",786,1347,3.49,0,0
"787",787,1546,4,1.53,0
"788",788,1396,3.49,1.67,0
"789",789,1164,2.81,0,1
"790",790,1274,3.26,0.92,1
"791",791,1353,3.3,0,0
"792",792,1212,3.05,0,1
"793",793,1011,2.55,1.74,1
"794",794,1466,3.72,0.77,0
"795",795,1545,3.88,1.22,0
"796",796,1465,3.76,2.17,0
"797",797,1120,2.88,0,1
"798",798,1184,3.05,2.34,1
"799",799,1132,2.82,0,1
"800",800,1337,3.47,2.29,1
"801",801,1493,3.93,0,0
"802",802,1183,2.9,0.96,1
"803",803,1567,3.95,0,0
"804",804,1019,2.5,0.66,1
"805",805,1507,3.72,1.15,0
"806",806,1199,3.05,0.58,1
"807",807,1305,3.11,0,0
"808",808,1557,4.03,1.39,0
"809",809,1397,3.6,1.25,0
"810",810,1564,3.89,0.59,0
"811",811,1170,2.93,0,1
"812",812,1117,2.76,0,1
"813",813,1083,2.55,0,1
"814",814,1261,2.99,0,0
"815",815,1103,2.68,0.7,1
