StudentID,SAT,GPA,scholarship,enroll
90,1414,3.71,1.46,1
91,1260,3.1,0,1
92,1530,3.83,0.69,1
93,1505,3.59,0,1
94,1545,3.88,1.38,1
95,1422,3.65,0.64,1
96,1184,2.89,0,1
97,1247,3.02,1.36,1
98,1239,2.97,0,1
99,1379,3.47,0,0
100,1395,3.5,2.47,1
101,1416,3.52,0,1
102,1576,3.89,0,1
103,1483,3.8,0,1
104,1108,2.71,0,1
105,1045,2.65,0,1
106,1046,2.78,0,1
107,1154,2.94,0,1
108,1335,3.2,0,1
109,1170,3.07,1.42,1
110,1143,2.85,0,1
111,1221,3.06,0,1
112,1347,3.27,0,1
113,1431,3.66,0.59,1
114,1119,2.62,1.14,1
115,1398,3.38,2.42,1
116,1145,3.05,0,1
117,1076,2.49,0,1
118,1491,3.7,0,0
119,1370,3.52,2.46,1
120,1464,3.58,1.18,1
121,1447,3.42,1.01,1
122,1432,3.46,1.4,0
123,1377,3.49,0.67,1
124,1462,3.49,1.33,1
125,1110,2.68,0,1
126,1496,3.74,1.54,1
127,1414,3.43,0.84,0
128,1115,2.61,0,1
129,1325,3.39,0.56,1
130,1336,3.38,1.41,1
131,1022,2.57,0.68,1
132,1534,3.81,1.71,1
133,1495,3.58,1.05,1
134,1142,2.72,0,1
135,1485,3.52,1.05,1
136,1182,2.96,1.95,1
137,1143,3.05,1.25,1
138,1307,3.27,0,1
139,1133,2.77,0,1
140,1494,3.89,1.93,1
141,1349,3.33,1.91,1
142,1514,3.96,0.68,1
143,1579,3.79,0.8,0
144,1007,2.63,1.21,1
145,1479,3.6,0.99,1
146,1432,3.59,0,1
147,1501,3.67,0.83,1
148,1578,4,0.89,1
149,1021,2.5,0.65,1
150,1104,2.7,1.1,1
151,1366,3.41,1.13,1
152,1503,3.67,0.72,1
153,1269,3.17,0,1
154,1180,2.89,0,1
155,1081,2.55,0,1
156,1353,3.19,2.41,1
157,1555,3.89,1.03,0
158,1150,2.77,0.99,1
159,1294,3.2,1.8,1
160,1189,2.96,0,1
161,1570,3.93,0,0
162,1230,3.18,0,1
163,1349,3.48,0,1
164,1382,3.4,1.34,1
165,1099,2.56,0.8,1
166,1507,3.82,1.03,1
167,1470,3.65,1.4,1
168,1172,3.11,1.33,1
169,1125,2.64,0,1
170,1296,3.11,1.2,1
171,1572,3.79,0.76,1
172,1438,3.78,0.91,1
173,1430,3.66,2.32,1
174,1486,3.6,1.01,1
175,1007,2.6,0,0
176,1550,4.04,2.2,1
177,1469,3.61,0,1
178,1525,3.71,0.78,1
179,1083,2.79,2.47,1
180,1395,3.38,2.4,1
181,1447,3.64,1.74,1
182,1199,3.13,0.77,1
183,1549,3.72,0,1
184,1139,2.9,0,1
185,1289,3.39,0.52,1
186,1045,2.69,0,0
187,1243,3.3,0,1
188,1414,3.57,0.8,1
189,1492,3.88,0.55,1
190,1041,2.74,0,1
191,1079,2.66,0,1
192,1099,2.8,0,1
193,1233,3,0,1
194,1131,2.67,0,1
195,1018,2.52,0,1
196,1442,3.76,2.18,1
197,1052,2.76,0,1
198,1346,3.44,2.15,1
199,1256,3.02,2.03,1
200,1246,3.31,0.97,1
201,1147,2.71,0,1
202,1023,2.45,1.23,1
203,1569,3.93,0,0
204,1068,2.78,1.41,1
205,1462,3.65,1.44,1
206,1284,3.36,0,0
207,1023,2.55,0.76,1
208,1198,2.89,0,1
209,1334,3.48,0,1
210,1085,2.9,0.61,1
211,1163,2.86,0,1
212,1351,3.54,0,1
213,1101,2.67,0,1
214,1299,3.09,0,1
215,1489,3.54,0,1
216,1447,3.73,0.68,1
217,1215,3.14,0,1
218,1162,2.89,0,1
219,1136,3.03,1.65,1
220,1384,3.39,0,1
221,1554,3.92,1.06,1
222,1099,2.89,0,1
223,1056,2.54,0,1
224,1280,3.19,0,1
225,1007,2.67,0.78,1
226,1129,2.63,0,1
227,1028,2.53,1.19,1
228,1035,2.55,0,1
229,1014,2.51,0,1
230,1424,3.5,1.44,1
231,1540,3.95,1.47,1
232,1396,3.6,0.68,0
233,1153,2.91,0,1
234,1050,2.51,0,1
235,1275,3.37,0.8,1
236,1420,3.65,1.11,1
237,1046,2.72,0,1
238,1263,3,0,1
239,1043,2.72,1.3,1
240,1566,3.79,0.59,1
241,1244,2.92,1.01,1
242,1303,3.45,1.19,1
243,1249,3.31,0,1
244,1373,3.4,0.75,1
245,1546,4.02,2.23,1
246,1359,3.47,0,0
247,1473,3.86,1.64,0
248,1303,3.22,0,1
249,1532,3.8,0.92,1
250,1031,2.6,2.29,1
251,1332,3.37,2.45,1
252,1537,3.68,1.57,0
253,1148,2.96,0,1
254,1008,2.52,0,0
255,1181,2.77,0.69,1
256,1151,2.92,0,1
257,1345,3.55,2.44,1
258,1489,3.64,2.12,1
259,1108,2.85,0.81,1
260,1460,3.75,1.58,1
261,1266,3.01,0.74,1
262,1078,2.68,0,1
263,1346,3.41,0,0
264,1314,3.34,0,1
265,1473,3.79,0,1
266,1461,3.83,0,1
267,1513,3.69,2.11,1
268,1479,3.85,0.96,0
269,1222,3.17,0.57,1
270,1283,3.2,0,1
271,1368,3.3,1.07,1
272,1310,3.1,0.81,1
273,1219,3.16,0,1
274,1400,3.57,1.34,1
275,1186,2.9,0,1
276,1455,3.64,0.94,1
277,1446,3.43,0.74,1
278,1491,3.81,0.97,1
279,1378,3.6,1.24,1
280,1513,3.82,1.41,1
281,1401,3.47,1.24,1
282,1060,2.46,0,1
283,1168,2.94,2.24,1
284,1489,3.74,0,0
285,1248,3.11,0,1
286,1252,3.04,0,1
287,1348,3.41,1.41,1
288,1077,2.71,0,1
289,1110,2.69,0,1
290,1354,3.47,1.4,0
291,1276,3.21,0,1
292,1259,3.19,0,1
293,1518,3.62,1.83,1
294,1275,3.39,0.76,0
295,1552,3.93,0.61,1
296,1491,3.65,1.45,1
297,1254,3.01,0,1
298,1129,2.8,0,1
299,1320,3.17,0,1
300,1329,3.3,0,1
301,1358,3.44,0,1
302,1087,2.92,0,1
303,1446,3.81,1.62,1
304,1114,2.88,0,1
305,1259,3.21,1.19,1
306,1506,3.95,1.6,1
307,1538,3.73,0,1
308,1027,2.53,0,1
309,1202,3.01,0,1
310,1382,3.31,0,1
311,1247,3.03,2.13,1
312,1356,3.48,0.81,1
313,1524,3.96,1.36,1
314,1439,3.41,0.91,1
315,1553,3.79,0.67,1
316,1570,3.95,1.46,1
317,1088,2.86,0,1
318,1112,2.97,0,1
319,1216,3.15,2.45,1
320,1069,2.63,0,1
321,1424,3.7,0.5,0
322,1547,4.03,1.79,1
323,1359,3.57,0,1
324,1435,3.7,1.94,1
325,1115,2.66,1.73,1
326,1029,2.61,0,1
327,1034,2.55,0,1
328,1516,3.69,1.7,0
329,1329,3.31,0,1
330,1313,3.23,0.83,1
331,1096,2.85,0,1
332,1393,3.47,0,1
333,1066,2.72,0,1
334,1447,3.72,0.55,0
335,1501,3.6,0.53,1
336,1452,3.44,1.16,1
337,1060,2.78,0,1
338,1407,3.41,0,0
339,1316,3.3,0,1
340,1171,3.1,0.66,1
341,1132,2.93,0,1
342,1009,2.47,0.59,1
343,1220,2.98,0,1
344,1044,2.7,0,1
345,1255,3.18,0,1
346,1067,2.83,0,1
347,1554,3.71,0.98,1
348,1250,3.23,0,1
349,1442,3.53,1.04,1
350,1356,3.25,0,1
351,1482,3.79,0.73,1
352,1032,2.71,0,1
353,1212,2.89,0.6,1
354,1461,3.75,0.9,1
355,1075,2.65,2.01,1
356,1541,3.92,0.92,1
357,1339,3.47,0.91,1
358,1421,3.63,0,1
359,1169,3.07,0,1
360,1506,3.74,0.68,1
361,1110,2.64,0,1
362,1460,3.66,0,0
363,1014,2.71,0,0
364,1338,3.27,0,1
365,1305,3.29,0.81,1
366,1294,3.04,0,1
367,1561,3.78,2.26,1
368,1457,3.45,0,1
369,1266,3.1,0,1
370,1541,3.79,2.22,1
371,1058,2.8,1.17,1
372,1378,3.31,0,1
373,1001,2.65,2.02,1
374,1295,3.36,0,1
375,1503,3.87,1.66,1
376,1193,2.93,0,1
377,1441,3.79,1.81,1
378,1142,2.95,0,1
379,1513,3.71,1.15,1
380,1393,3.34,2.31,1
381,1346,3.34,0,1
382,1102,2.84,1.13,1
383,1397,3.49,0,0
384,1505,3.85,0.87,1
385,1465,3.63,0,0
386,1085,2.8,0,1
387,1103,2.62,1.37,1
388,1350,3.51,0.91,0
389,1193,2.96,0,1
390,1387,3.57,1.44,1
391,1426,3.64,1.11,1
392,1443,3.73,1.25,1
393,1467,3.52,1.38,1
394,1228,3.12,0,1
395,1439,3.4,1.62,1
396,1156,3.07,0,1
397,1369,3.37,0,0
398,1372,3.62,1.07,1
399,1019,2.67,0,1
400,1559,3.82,1.36,1
401,1085,2.62,1.51,1
402,1436,3.76,0.56,0
403,1223,2.87,1.02,1
404,1510,3.95,1.26,1
405,1529,3.84,1.13,1
406,1042,2.76,0,1
407,1038,2.63,0,1
408,1431,3.56,0,1
409,1496,3.63,0,1
410,1455,3.5,0,1
411,1256,3.31,0.81,1
412,1338,3.21,0.66,1
413,1343,3.56,0,0
414,1367,3.51,1.47,1
415,1258,3.15,0,1
416,1352,3.31,0,1
417,1496,3.61,0,0
418,1557,3.87,0,1
419,1349,3.43,0.79,1
420,1239,3.25,0,1
421,1271,3.12,0.76,1
422,1294,3.11,0.62,1
423,1388,3.31,2.07,1
424,1503,3.83,1.42,1
425,1422,3.38,1.31,0
426,1322,3.21,0,0
427,1001,2.54,1.35,1
428,1350,3.54,1.44,1
429,1269,3.06,0.59,1
430,1403,3.55,1.35,1
431,1326,3.19,1.86,1
432,1580,3.85,0,0
433,1042,2.5,0.61,1
434,1145,3.02,1.44,1
435,1533,3.88,1.74,1
436,1193,2.79,0,1
437,1188,3.09,1.4,1
438,1471,3.5,1.02,1
439,1294,3.37,0.63,1
440,1056,2.8,0,0
441,1121,3,1.76,1
442,1163,2.77,1.48,1
443,1014,2.68,0.99,1
444,1238,2.91,0,1
445,1006,2.67,1.39,1
446,1082,2.6,1.43,1
447,1552,3.7,0,1
448,1311,3.16,0,1
449,1112,2.87,0.91,1
450,1007,2.64,0,1
451,1287,3.18,0.98,1
452,1081,2.77,0.82,1
453,1136,3.01,0.59,1
454,1031,2.74,1.72,1
455,1152,3.06,0,1
456,1442,3.46,0,1
457,1170,2.83,0,1
458,1227,3.08,0,1
459,1224,3.21,0.78,1
460,1302,3.18,0,1
461,1272,2.99,0,1
462,1267,3.19,0,0
463,1249,3.09,0,1
464,1362,3.31,1.38,1
465,1441,3.68,0,1
466,1460,3.77,0,0
467,1353,3.44,2.12,1
468,1355,3.52,0.99,1
469,1166,3.03,0,1
470,1137,2.97,1.17,1
471,1231,2.91,0,0
472,1343,3.4,1.71,1
473,1196,3.15,0,1
474,1511,3.93,0,1
475,1461,3.8,2.01,1
476,1301,3.26,0,1
477,1479,3.6,1.79,1
478,1072,2.49,0,1
479,1551,3.82,0.64,1
480,1392,3.51,0,0
481,1356,3.34,0.79,1
482,1290,3.1,0,1
483,1192,2.96,0,1
484,1473,3.84,1.63,1
485,1563,4.09,0.63,1
486,1155,2.84,0.67,1
487,1506,3.96,0.82,1
488,1469,3.68,0.75,1
489,1432,3.68,1.43,0
490,1096,2.69,0,1
491,1401,3.59,1.29,0
492,1530,4,0.64,1
493,1355,3.45,1.03,0
494,1241,3.23,0,1
495,1350,3.24,0.83,1
496,1419,3.45,0.55,1
497,1077,2.75,1.35,1
498,1460,3.8,2.4,1
499,1019,2.4,0,1
500,1043,2.65,0.9,1
501,1454,3.73,1.27,1
502,1154,3.02,0,1
503,1223,3.25,1.92,1
504,1178,2.99,0,1
505,1190,3.14,1.28,1
506,1045,2.69,1.24,1
507,1127,2.86,1.21,1
508,1105,2.6,2.25,1
509,1068,2.72,0,1
510,1216,3.12,2.39,1
511,1041,2.43,1.34,1
512,1537,3.76,0.58,1
513,1418,3.62,0,1
514,1319,3.34,0,1
515,1223,2.94,0,1
516,1303,3.35,0,1
517,1483,3.59,1.17,1
518,1413,3.53,1.96,1
519,1345,3.31,0,1
520,1402,3.43,2.43,1
521,1576,3.83,0.94,0
522,1443,3.73,1.33,1
523,1365,3.3,0.95,0
524,1141,2.74,0.75,1
525,1570,4.06,0.66,1
526,1120,2.9,0,1
527,1217,3.02,0,1
528,1354,3.34,0.99,1
529,1313,3.18,0.94,1
530,1051,2.66,0.78,1
531,1389,3.34,0,1
532,1394,3.48,0.78,1
533,1299,3.41,0,1
534,1047,2.8,0,1
535,1567,3.97,1.65,1
536,1563,3.81,0.94,1
537,1063,2.78,0,1
538,1534,3.98,0.64,1
539,1304,3.29,0.83,1
540,1440,3.67,1.76,1
541,1436,3.41,0.79,1
542,1533,3.83,0,0
543,1530,3.86,1.15,1
544,1188,2.94,0.98,1
545,1036,2.49,1.29,1
546,1177,3.04,0.61,1
547,1473,3.61,0,1
548,1572,3.8,1.91,1
549,1400,3.52,1.43,1
550,1039,2.52,2.48,1
551,1393,3.57,1.22,1
552,1092,2.73,0,1
553,1462,3.47,1.52,1
554,1070,2.62,0,1
555,1383,3.6,2.43,1
556,1302,3.26,0,1
557,1380,3.45,1.47,1
558,1412,3.68,0.7,1
559,1125,2.76,0.85,1
560,1018,2.71,0,1
561,1081,2.65,2.06,1
562,1095,2.73,0.68,1
563,1557,3.75,1.35,1
564,1055,2.79,1.18,1
565,1519,3.75,1.74,0
566,1226,3.22,0,1
567,1522,3.7,0.76,1
568,1252,3.25,0,1
569,1322,3.31,0,1
570,1434,3.67,1.25,1
571,1220,2.99,2.15,1
572,1256,3.07,0,1
573,1463,3.75,1.14,0
574,1061,2.5,0.73,1
575,1536,3.95,1.9,1
576,1445,3.62,0,0
577,1448,3.59,1.09,1
578,1129,2.9,2.49,1
579,1361,3.37,0,1
580,1350,3.34,1.63,1
581,1335,3.35,1.25,1
582,1409,3.54,0,1
583,1462,3.62,1.84,1
584,1500,3.89,0,1
585,1567,3.9,1.25,1
586,1059,2.84,0,0
587,1234,3.25,1.93,1
588,1063,2.6,0,1
589,1462,3.75,1.84,1
590,1088,2.66,0,1
591,1133,2.69,1.18,1
592,1395,3.45,0,1
593,1202,3.05,1.43,1
594,1535,4.02,2.01,1
595,1135,2.89,0,1
596,1352,3.2,0.77,1
597,1302,3.19,0,1
598,1557,3.78,0.69,1
599,1465,3.51,0.87,1
600,1249,3.16,0,1
601,1428,3.4,0.51,1
602,1143,2.71,0,1
603,1142,2.99,0.88,1
604,1554,3.74,2.36,1
605,1551,3.79,2.34,1
606,1063,2.64,0,1
607,1141,2.77,1.31,1
608,1187,2.88,2.5,1
609,1541,3.85,1.28,1
610,1307,3.32,1.78,1
611,1580,4.09,0,0
612,1102,2.93,0,1
613,1167,2.78,0,1
614,1499,3.6,2.17,0
615,1545,3.92,0,1
616,1194,3.11,0,1
617,1416,3.61,1.3,1
618,1513,3.81,1.56,1
619,1365,3.6,0,0
620,1052,2.73,0,1
621,1441,3.64,1.17,1
622,1179,2.95,2.49,1
623,1447,3.73,0,1
624,1430,3.42,0,0
625,1401,3.51,0.71,1
626,1535,3.8,0,0
627,1281,3.09,0,1
628,1395,3.61,2.13,0
629,1141,2.81,1.5,1
630,1164,2.98,0,1
631,1214,2.93,0,1
632,1553,4.04,2.14,1
633,1384,3.41,1.05,1
634,1039,2.44,0,1
635,1285,3.36,0,1
636,1238,3.21,1.23,1
637,1423,3.4,2.48,1
638,1342,3.2,0,1
639,1196,2.99,0,1
640,1101,2.86,0,1
641,1122,2.94,0,1
642,1193,3.05,0,1
643,1562,4.02,1.92,1
644,1465,3.63,0,1
645,1147,2.87,1.28,1
646,1324,3.22,0,1
647,1558,4.06,1.68,1
648,1108,2.91,1.13,1
649,1229,3.23,0,1
650,1371,3.41,1.2,1
651,1467,3.61,2.12,1
652,1043,2.71,0,1
653,1375,3.35,1.28,1
654,1358,3.5,1.06,0
655,1522,3.61,1.01,1
656,1319,3.43,1.35,1
657,1329,3.51,0.82,1
658,1045,2.62,0.68,1
659,1287,3.12,0,1
660,1526,3.84,0,0
661,1308,3.17,0,1
662,1384,3.57,1.55,1
663,1208,2.99,1.14,1
664,1540,3.97,1.29,1
665,1137,2.84,0,1
666,1096,2.82,0,0
667,1064,2.69,0,1
668,1562,3.85,2.24,1
669,1228,3.2,1.02,1
670,1262,3.08,2.21,1
671,1364,3.22,0,1
672,1298,3.05,0,1
673,1375,3.46,1.03,1
674,1451,3.49,1.74,1
675,1195,2.82,0,1
676,1242,3.17,1.67,1
677,1535,3.75,0,1
678,1298,3.17,0,1
679,1195,2.82,0,1
680,1212,2.84,1.42,1
681,1524,3.85,0.89,1
682,1330,3.5,0,1
683,1397,3.48,0,1
684,1144,2.75,0,1
685,1036,2.51,1.32,1
686,1338,3.2,0.84,1
687,1226,3.26,0,1
688,1429,3.51,2.02,1
689,1561,3.93,2.15,0
690,1316,3.09,1.37,1
691,1026,2.45,0,1
692,1068,2.47,0,1
693,1083,2.87,2.36,1
694,1544,3.85,1.14,1
695,1567,4,1.71,1
696,1571,3.76,0,1
697,1106,2.75,0,1
698,1338,3.27,0.9,1
699,1481,3.64,0,1
700,1488,3.75,0,0
701,1558,3.78,1.24,1
702,1111,2.73,0,1
703,1549,3.97,1.55,1
704,1076,2.55,0,1
705,1420,3.4,2.06,1
706,1202,2.94,0,1
707,1105,2.61,0.92,1
708,1143,2.95,0,0
709,1046,2.62,0,1
710,1432,3.62,1.92,1
711,1325,3.27,0.68,1
712,1063,2.47,0,1
713,1460,3.83,0.54,0
714,1030,2.76,0,1
715,1152,2.84,0.53,1
716,1114,2.98,1.23,1
717,1475,3.52,1.56,1
718,1274,3.09,0,1
719,1089,2.67,1.33,1
720,1181,3.1,0,1
721,1522,3.8,1.69,1
722,1528,3.96,0.53,1
723,1425,3.4,0,0
724,1479,3.51,2.38,1
725,1206,2.87,0,1
726,1430,3.57,0.9,1
727,1476,3.81,1.16,1
728,1424,3.45,1.9,1
729,1126,2.95,0,1
730,1045,2.69,0,1
731,1124,2.97,0,1
732,1360,3.35,0,1
733,1144,2.99,1.03,1
734,1578,3.96,1.65,1
735,1476,3.79,1.38,1
736,1258,3.07,1.42,1
737,1400,3.53,0,1
738,1203,3,0,1
739,1505,3.85,2.09,1
740,1330,3.45,0,1
741,1312,3.42,1.01,1
742,1257,3.02,0,1
743,1281,3.38,0,1
744,1430,3.71,1.58,1
745,1045,2.78,0.58,1
746,1372,3.54,1.11,1
747,1385,3.47,1.8,1
748,1158,2.89,1.62,1
749,1433,3.54,0.84,1
750,1381,3.59,2.01,1
751,1404,3.6,1.62,1
752,1456,3.68,0.85,1
753,1360,3.33,0,1
754,1059,2.8,0,1
755,1088,2.64,0,1
756,1103,2.91,0,1
757,1458,3.54,1.68,1
758,1127,2.87,0,1
759,1194,3.07,0,1
760,1017,2.67,0,1
761,1182,3.02,0,1
762,1001,2.68,0,0
763,1472,3.84,1.44,0
764,1323,3.37,0.96,1
765,1452,3.73,1.36,1
766,1239,3.07,0,1
767,1282,3.17,0.87,1
768,1012,2.51,1.69,1
769,1134,2.94,1,1
770,1100,2.88,0,1
771,1132,2.73,0.95,1
772,1192,2.79,0,1
773,1071,2.74,0,1
774,1010,2.54,0,1
775,1069,2.56,0,1
776,1043,2.8,1.42,1
777,1285,3.18,0,1
778,1135,2.67,1.83,1
779,1063,2.54,0,1
780,1084,2.76,0.83,1
781,1145,2.94,0.93,1
782,1282,3.4,0,1
783,1417,3.35,1.42,1
784,1186,2.96,0.72,1
785,1307,3.18,0.54,1
786,1578,3.77,1.73,1
787,1407,3.63,0.67,1
788,1254,3.13,0,0
789,1552,3.9,0,0
790,1453,3.69,2.09,1
791,1107,2.67,0,1
792,1133,2.76,1.25,1
793,1202,2.94,0,1
794,1114,2.74,2.33,1
795,1151,2.7,0,1
796,1506,3.73,1.18,1
797,1115,2.64,0,1
798,1361,3.59,2.29,1
799,1220,2.95,2.39,1
800,1409,3.39,1.56,1
801,1157,2.88,0,1
802,1471,3.53,1.73,1
803,1563,4.02,0.66,1
804,1075,2.77,0,1
805,1280,3.32,0,1
806,1328,3.44,0,1
807,1546,4.05,2.09,1
808,1375,3.32,0.79,1
809,1277,3.09,0,1
810,1015,2.62,0,1
811,1500,3.69,1.06,0
812,1327,3.37,1.37,1
813,1042,2.48,0,1
814,1391,3.62,1.52,1
815,1528,3.67,2.03,1
816,1162,2.99,0,1
817,1251,3.14,0,1
818,1223,2.94,0,0
819,1510,3.76,0.81,1
820,1220,3.12,0,1
821,1348,3.23,1.32,1
822,1488,3.88,2.1,0
823,1047,2.59,0,1
824,1128,2.95,1.5,1
825,1191,3.17,0.56,1
826,1324,3.43,0.98,1
827,1532,3.67,0,0
828,1474,3.53,1.02,1
829,1111,2.94,0,1
830,1397,3.41,0.71,1
831,1256,3.24,0,1
832,1201,3.05,2.35,1
833,1026,2.5,0,0
834,1196,2.87,1.22,1
835,1530,3.66,0.99,1
836,1261,2.96,0,1
837,1142,2.67,1.44,1
838,1288,3.08,2.18,1
839,1372,3.29,0,1
840,1089,2.83,0.96,1
841,1045,2.52,0.94,1
842,1138,2.84,0,1
843,1283,3.01,2.19,1
844,1550,4,1.48,1
845,1433,3.74,1.17,1
846,1225,3.13,1.46,1
847,1329,3.51,1.07,1
848,1512,3.7,2.17,1
849,1110,2.84,0.71,1
850,1076,2.63,0,1
851,1554,3.91,0,0
852,1097,2.84,0,1
853,1535,3.68,2.25,1
854,1312,3.47,1.31,1
855,1500,3.8,0.64,1
856,1277,3.05,1.67,1
857,1358,3.35,0,0
858,1482,3.62,1.24,1
859,1448,3.77,2.5,1
860,1129,2.67,0.61,1
861,1428,3.41,1.43,1
862,1407,3.67,0,1
863,1526,3.62,1.97,1
864,1167,2.86,0,1
865,1104,2.6,0,1
866,1184,2.77,0.96,1
867,1110,2.91,0,1
868,1136,2.75,0,1
869,1438,3.76,2.45,1
870,1398,3.5,0,1
871,1282,3.13,0,1
872,1228,3.01,0,1
873,1034,2.66,0,1
874,1428,3.41,0.97,0
875,1362,3.24,0.53,1
876,1228,3.08,0,1
877,1092,2.86,0,1
878,1508,3.91,1.14,0
879,1405,3.34,0,1
880,1428,3.69,1.98,1
881,1579,4.13,0,1
882,1125,2.64,0,1
883,1390,3.59,1.15,0
884,1358,3.53,2.49,1
885,1545,3.71,1.73,0
886,1135,2.97,0,1
887,1312,3.3,1.04,1
888,1353,3.22,1.73,1
889,1220,2.97,0.82,1
890,1056,2.68,0.86,1
891,1215,3.15,0,1
892,1361,3.33,0,1
893,1320,3.34,0,1
894,1212,3.08,0,1
895,1032,2.51,0,1
896,1075,2.54,0,1
897,1364,3.57,0.66,1
898,1575,4.1,0,1
899,1160,3.04,0,1
900,1225,3,1.21,1
901,1230,2.91,1.72,1
902,1391,3.38,0,1
903,1300,3.45,0,1
904,1409,3.34,1.23,1
905,1193,2.84,0,1
906,1524,3.92,0.88,1
907,1417,3.68,1.01,1
908,1168,3.11,0,1
909,1536,4.02,1.32,1
910,1180,3.01,0,1
911,1140,2.73,0,1
912,1173,3.05,0,1
913,1040,2.68,1,1
914,1247,3.21,0,1
915,1156,2.87,1.08,1
916,1192,3,0,1
917,1466,3.76,1.78,1
918,1271,2.99,0,1
919,1029,2.44,0,1
920,1514,3.92,0.89,1
921,1175,2.82,0,1
922,1212,2.88,0,1
923,1408,3.66,2.02,1
924,1291,3.12,1.41,1
925,1160,3.03,2.39,1
926,1211,3.22,0.89,1
927,1006,2.44,2.38,1
928,1557,3.97,1.21,1
929,1222,3.16,0,1
930,1053,2.57,2.11,1
931,1566,4.02,0.61,0
932,1573,3.91,1.6,1
933,1429,3.47,0,1
934,1008,2.68,0,1
935,1550,4.04,1.35,1
936,1067,2.48,0,1
937,1379,3.26,2.13,1
938,1553,4.06,2.18,1
939,1299,3.17,1.25,1
940,1571,4.1,1.04,1
941,1181,3.04,0,1
942,1426,3.65,1.02,0
943,1573,3.88,1.09,1
944,1454,3.64,1.95,0
945,1170,2.8,0,1
946,1235,3.09,0,1
947,1088,2.8,0,1
948,1250,3.08,0,1
949,1062,2.49,1.03,1
950,1498,3.84,2.48,1
951,1089,2.61,1.55,1
952,1214,3.2,0.94,1
953,1363,3.24,0,0
954,1508,3.67,1.62,1
955,1194,2.83,0.81,1
956,1054,2.51,0,1
957,1451,3.71,1.98,1
958,1109,2.95,2.36,1
959,1311,3.4,0,1
960,1044,2.72,0,1
961,1196,3,0,1
962,1158,2.78,0,1
963,1126,2.87,0,1
964,1445,3.53,1.94,1
965,1433,3.53,0,0
966,1022,2.48,0,1
967,1566,3.77,1.55,1
968,1501,3.73,1.36,1
969,1512,3.58,0,0
970,1249,3.09,0.67,1
971,1533,3.82,1.41,1
972,1252,3.27,0,1
973,1190,3.06,2.13,1
974,1303,3.19,0,1
975,1158,3.04,1.58,1
976,1099,2.83,0.92,1
977,1142,2.72,0.67,1
978,1384,3.58,1.21,1
979,1549,3.83,0.77,1
980,1244,3.13,0,1
981,1524,3.8,2.19,1
982,1226,3.2,1.1,1
983,1241,3.27,0,1
984,1078,2.65,0,1
985,1429,3.48,0,0
986,1021,2.71,1.78,1
987,1261,3.02,1.49,1
988,1504,3.86,0.74,1
989,1539,4.01,1.95,1
990,1350,3.55,2.47,1
